id,naslov,število epizod,sezona premiere,leto premiere,vir,dolzina epizode v minutah,ocena,člani,demografika,teme,žanri,studii
11887,Kokoro Connect,13,summer,2012,Light novel,24,7.73,839847,NG,"['Love Polygon', 'School']","['Drama', 'Romance', 'Supernatural']",['SILVER LINK.']
13161,Hagure Yuusha no Aesthetica,12,summer,2012,Light novel,24,6.71,430953,NG,"['Harem', 'Isekai', 'School', 'Super Power']","['Action', 'Fantasy', 'Ecchi']",['Arms']
12549,"Dakara Boku wa, H ga Dekinai.",12,summer,2012,Light novel,23,6.54,423413,NG,"['Harem', 'School']","['Comedy', 'Romance', 'Supernatural', 'Ecchi']",['feel.']
12293,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,13,summer,2012,Light novel,24,6.91,393935,NG,"['Harem', 'Mythology']","['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",['Diomedéa']
11933,Oda Nobuna no Yabou,12,summer,2012,Light novel,24,7.36,298589,NG,"['Harem', 'Historical', 'Military', 'Time Travel']","['Action', 'Comedy', 'Romance']",[]
12175,Koi to Senkyo to Chocolate,12,summer,2012,Visual novel,24,6.97,251212,NG,"['Harem', 'School']","['Drama', 'Romance']",['AIC Build']
13535,Binbougami ga!,13,summer,2012,Manga,23,7.67,234938,Shounen,"['Gag Humor', 'Parody']","['Comedy', 'Supernatural']",['Sunrise']
12031,Kingdom,38,summer,2012,Manga,25,7.9,224349,Seinen,"['Historical', 'Military']",['Action'],['Pierrot']
13367,"Kono Naka ni Hitori, Imouto ga Iru!",12,summer,2012,Light novel,24,6.5,213371,NG,"['Harem', 'School']","['Comedy', 'Mystery', 'Romance', 'Ecchi']",['Studio Gokumi']
12967,Arcana Famiglia,12,summer,2012,Visual novel,24,6.26,209929,NG,['Reverse Harem'],"['Action', 'Fantasy', 'Romance']",['J.C.Staff']
10357,Jinrui wa Suitai Shimashita,12,summer,2012,Light novel,23,7.71,192171,NG,[],"['Adventure', 'Comedy', 'Fantasy']",['AIC ASTA']
12403,Yuru Yuri♪♪,12,summer,2012,Manga,23,7.81,188158,NG,"['CGDCT', 'Gag Humor', 'School']","['Comedy', 'Girls Love']",['Doga Kobo']
12679,Joshiraku,13,summer,2012,Manga,24,7.44,181179,Shounen,"['Adult Cast', 'Gag Humor', 'Parody', 'Performing Arts']",['Comedy'],['J.C.Staff']
13333,Tari Tari,13,summer,2012,Original,24,7.28,162329,NG,"['Music', 'School']",['Slice of Life'],['P.A. Works']
11783,Dog Days&#039;,13,summer,2012,Original,23,6.99,105815,NG,['Isekai'],"['Action', 'Adventure', 'Fantasy']",['Seven Arcs']
11021,Muv-Luv Alternative: Total Eclipse,24,summer,2012,Light novel,24,7.08,96428,NG,"['Gore', 'Mecha', 'Military']","['Action', 'Drama', 'Sci-Fi']",[]
13585,Natsuyuki Rendezvous,11,summer,2012,Manga,23,7.26,84266,Josei,['Adult Cast'],"['Drama', 'Romance', 'Supernatural']",['Doga Kobo']
12487,Kyoukaisenjou no Horizon II,13,summer,2012,Light novel,24,7.47,83986,NG,[],"['Action', 'Fantasy', 'Sci-Fi']",['Sunrise']
14093,Pokemon Best Wishes! Season 2,24,summer,2012,Game,22,6.45,71562,Kids,[],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['OLM']
13115,Hakuouki: Reimeiroku,12,summer,2012,Visual novel,23,7.42,58750,Josei,"['Historical', 'Samurai']","['Action', 'Drama', 'Supernatural']",['Studio Deen']
13349,Chouyaku Hyakuninisshu: Uta Koi.,13,summer,2012,Manga,24,7.43,30457,Josei,['Historical'],"['Comedy', 'Romance']",['TYO Animations']
12281,Rinne no Lagrange Season 2,12,summer,2012,Original,23,6.95,29356,NG,['Mecha'],"['Action', 'Comedy', 'Sci-Fi']",['Xebec']
13409,Moyashimon Returns,11,summer,2012,Manga,23,7.2,25596,Seinen,['School'],"['Comedy', 'Gourmet', 'Supernatural']",[]
14277,Chitose Get You!!,26,summer,2012,4-koma manga,3,6.2,21108,Seinen,['School'],"['Comedy', 'Romance']",['SILVER LINK.']
14333,Tanken Driland,37,summer,2012,Game,20,6.59,6975,NG,[],"['Adventure', 'Fantasy']",['Toei Animation']
14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,12,summer,2012,Original,3,5.23,6056,NG,['Mahou Shoujo'],['Comedy'],['AIC Frontier']
14693,Yurumates 3D Plus,13,summer,2012,4-koma manga,3,6.36,5279,Seinen,[],"['Comedy', 'Slice of Life']",['C2C']
36423,Zhandou Wang Zhi Jufeng Zhan Hun,52,summer,2012,Original,24,6.35,1076,NG,[],['Action'],['Alpha Animation']
15069,Robin-kun to 100 nin no Otomodachi Season 2,13,summer,2012,,20,N/A,293,Kids,[],[],[]
48342,Kijeu CSI,104,summer,2012,Original,23,N/A,190,Kids,[],"['Adventure', 'Mystery']",[]
48151,Nae Salang Ddung,52,summer,2012,,13,N/A,104,Kids,[],"['Comedy', 'Fantasy']",[]
48200,Meoteoldosa (TV),26,summer,2012,Original,0,N/A,101,Kids,[],"['Action', 'Adventure', 'Fantasy']",[]
14719,JoJo no Kimyou na Bouken (TV),26,fall,2012,Manga,24,7.88,1684028,Shounen,"['Historical', 'Vampire']","['Action', 'Adventure', 'Supernatural']",['David Production']
13601,Psycho-Pass,22,fall,2012,Original,23,8.33,1646886,NG,"['Adult Cast', 'Detective', 'Psychological']","['Action', 'Mystery', 'Sci-Fi', 'Suspense']",['Production I.G']
14741,Chuunibyou demo Koi ga Shitai!,12,fall,2012,Light novel,24,7.7,1368293,NG,['School'],"['Comedy', 'Romance']",['Kyoto Animation']
13759,Sakura-sou no Pet na Kanojo,24,fall,2012,Light novel,23,8.06,1255920,NG,"['School', 'Visual Arts']","['Drama', 'Romance']",['J.C.Staff']
14227,Tonari no Kaibutsu-kun,13,fall,2012,Manga,24,7.46,1093575,Shoujo,['School'],"['Comedy', 'Romance']",['Brain&#039;s Base']
14513,Magi: The Labyrinth of Magic,25,fall,2012,Manga,24,8.01,1053454,Shounen,[],"['Action', 'Adventure', 'Fantasy']",['A-1 Pictures']
14345,Btooom!,12,fall,2012,Manga,24,7.28,864787,Seinen,"['Gore', 'High Stakes Game', 'Psychological', 'Survival']","['Action', 'Sci-Fi', 'Suspense']",['Madhouse']
13125,Shinsekai yori,25,fall,2012,Novel,22,8.26,783463,NG,['Psychological'],"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Suspense']",['A-1 Pictures']
14467,K,13,fall,2012,Original,24,7.42,766324,NG,['Super Power'],"['Action', 'Fantasy', 'Mystery']",['GoHands']
14713,Kamisama Hajimemashita,13,fall,2012,Manga,24,8.11,665002,Shoujo,['Mythology'],"['Comedy', 'Fantasy', 'Romance']",['TMS Entertainment']
14289,Suki tte Ii na yo.,13,fall,2012,Manga,23,7.4,659880,Shoujo,['School'],"['Drama', 'Romance']",['Zexcs']
14075,Zetsuen no Tempest,24,fall,2012,Manga,24,7.9,601923,Shounen,['Psychological'],"['Action', 'Drama', 'Fantasy', 'Mystery', 'Suspense']",['Bones']
13663,To LOVE-Ru Darkness,12,fall,2012,Manga,23,7.42,374472,Shounen,"['Harem', 'School']","['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",['Xebec']
11703,Code:Breaker,13,fall,2012,Manga,24,6.71,335368,Shounen,"['School', 'Super Power']","['Action', 'Supernatural']",['Kinema Citrus']
12365,Bakuman. 3rd Season,25,fall,2012,Manga,24,8.52,332473,Shounen,['Otaku Culture'],"['Comedy', 'Drama', 'Romance']",['J.C.Staff']
15417,Gintama&#039;: Enchousen,13,fall,2012,Manga,24,9.02,328844,Shounen,"['Gag Humor', 'Historical', 'Parody', 'Samurai']","['Action', 'Comedy', 'Sci-Fi']",['Sunrise']
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,12,fall,2012,Light novel,24,6.42,307261,NG,"['Harem', 'School']","['Comedy', 'Romance', 'Ecchi']",['SILVER LINK.']
14131,Girls &amp; Panzer,12,fall,2012,Original,24,7.52,306043,NG,"['CGDCT', 'Military', 'School']",['Action'],['Actas']
13655,Little Busters!,26,fall,2012,Visual novel,24,7.48,293923,NG,['School'],"['Comedy', 'Drama', 'Supernatural']",['J.C.Staff']
13331,Jormungand: Perfect Order,12,fall,2012,Manga,24,7.89,195011,Seinen,"['Adult Cast', 'Military', 'Organized Crime']","['Action', 'Adventure']",['White Fox']
13599,Robotics;Notes,22,fall,2012,Visual novel,23,7.31,180254,NG,"['Mecha', 'School']","['Drama', 'Mystery', 'Sci-Fi']",['Production I.G']
15059,Initial D Fifth Stage,14,fall,2012,Manga,27,8.1,152962,Seinen,['Racing'],"['Action', 'Drama']",['SynergySP']
14527,Medaka Box Abnormal,12,fall,2012,Manga,24,7.39,145291,Shounen,"['Martial Arts', 'School', 'Super Power']","['Action', 'Comedy', 'Ecchi']",['Gainax']
14765,Ixion Saga DT,25,fall,2012,Game,24,7.13,115328,NG,['Isekai'],"['Action', 'Comedy', 'Fantasy']",['Brain&#039;s Base']
15125,Teekyuu,12,fall,2012,Manga,2,6.55,67761,Shounen,['School'],"['Comedy', 'Sports']",['MAPPA']
14653,Hayate no Gotoku! Can&#039;t Take My Eyes Off You,12,fall,2012,Manga,24,7.03,57612,Shounen,"['Harem', 'Parody']",['Comedy'],['Manglobe']
14645,Hiiro no Kakera 2nd Season,13,fall,2012,Visual novel,24,7.15,54313,Josei,['Reverse Harem'],"['Fantasy', 'Romance']",['Studio Deen']
15061,Aikatsu!,178,fall,2012,Original,24,7.46,44559,NG,"['Idols (Female)', 'Music', 'School']",['Slice of Life'],[]
15489,Yu☆Gi☆Oh! Zexal Second,73,fall,2012,Manga,23,6.9,41656,Shounen,['Strategy Game'],"['Action', 'Fantasy']",['Gallop']
14237,Busou Shinki,12,fall,2012,Other,24,6.29,38169,NG,['Mecha'],"['Action', 'Sci-Fi', 'Slice of Life']",['8bit']
11239,Hidamari Sketch x Honeycomb,12,fall,2012,4-koma manga,24,7.93,24443,NG,"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",['Slice of Life'],['Shaft']
15045,Litchi DE Hikari Club,8,fall,2012,Manga,3,5.17,12790,NG,['Psychological'],"['Comedy', 'Drama', 'Horror', 'Romance']",['Kachidoki Studio']
15313,Wooser no Sono Higurashi,12,fall,2012,Web manga,4,6.18,12144,NG,[],"['Comedy', 'Fantasy', 'Slice of Life']",['SANZIGEN']
15043,Haitai Nanafa,13,fall,2012,Original,3,5.87,11257,NG,[],"['Comedy', 'Supernatural']",['Passione']
13185,Juusen Battle Monsuno,52,fall,2012,Original,22,6.46,9560,NG,[],"['Action', 'Adventure']",['Larx Entertainment']
14989,Chousoku Henkei Gyrozetter,51,fall,2012,Game,25,6.43,5982,NG,"['Mecha', 'Racing']",['Action'],['A-1 Pictures']
15547,Cross Fight B-Daman eS,52,fall,2012,,12,6.46,3960,Kids,['Strategy Game'],[],['SynergySP']
14913,Battle Spirits: Sword Eyes,29,fall,2012,Card game,23,6.53,2977,NG,['Strategy Game'],"['Adventure', 'Fantasy']",['Sunrise']
15545,Oshiri Kajiri Mushi (TV),20,fall,2012,Music,5,5.0,1514,Kids,[],['Comedy'],['Kinema Citrus']
15905,Qin Shi Mingyue: Wanli Changcheng,37,fall,2012,Novel,22,7.03,1434,NG,"['Historical', 'Martial Arts']","['Action', 'Fantasy']",['Sparkly Key Animation Studio']
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,NG,fall,2012,Original,NG,N/A,1222,NG,[],"['Comedy', 'Slice of Life']",[]
15865,Tamagotchi! Yume Kira Dream,49,fall,2012,,23,5.99,903,Kids,[],['Comedy'],['OLM']
15787,Backstage Idol Story,8,fall,2012,,12,5.72,901,NG,"['Idols (Female)', 'Music']",[],[]
15897,Picchipichi Shizuku-chan,52,fall,2012,Manga,15,N/A,418,Kids,[],['Comedy'],['Asahi Production']
33753,Tian Xin Ge Ge 2nd Season,52,fall,2012,Original,22,N/A,369,Kids,['Historical'],['Comedy'],['Puzzle Animation Studio Limited']
35641,Huan Bian Jingling: Dangao Tianxin,40,fall,2012,Original,24,N/A,263,Kids,[],"['Adventure', 'Comedy']",['Alpha Animation']
45539,Shuimu Youjiao: Xuetang Xilie - Bai Jia Xing,160,fall,2012,Original,5,N/A,132,Kids,[],[],[]
46721,Yi Tang Xiao Gushi,80,fall,2012,Other,12,N/A,121,Kids,['Historical'],[],[]
44416,Shaonian Shiye: Ren Shanxing Tianxia,26,fall,2012,Original,14,N/A,102,Kids,['Historical'],[],[]
46773,Can Wa Yu Tianchi Guaishou,78,fall,2012,Original,13,N/A,100,Kids,[],['Fantasy'],[]
46755,Tegong Tu: Xin De Maoxian,20,fall,2012,,14,N/A,90,Kids,['Anthropomorphic'],['Fantasy'],[]
45508,Ruyi Ku Bao: Mile Hou,52,fall,2012,Original,12,N/A,87,Kids,[],['Fantasy'],[]
15315,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,10,winter,2013,Light novel,23,7.42,589909,NG,['Isekai'],"['Action', 'Comedy', 'Fantasy']",['Diomedéa']
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,13,winter,2013,Light novel,23,6.91,559518,NG,"['Harem', 'School']","['Comedy', 'Romance']",['A-1 Pictures']
14967,Boku wa Tomodachi ga Sukunai Next,12,winter,2013,Light novel,24,7.27,536225,NG,"['Harem', 'School']","['Comedy', 'Romance', 'Ecchi']",['AIC Build']
14833,Maoyuu Maou Yuusha,12,winter,2013,Light novel,23,7.23,491410,NG,[],"['Adventure', 'Fantasy', 'Romance']",['Arms']
15051,Love Live! School Idol Project,13,winter,2013,Other,23,7.4,451128,NG,"['Idols (Female)', 'Music', 'School']",['Slice of Life'],['Sunrise']
16417,Tamako Market,12,winter,2013,Original,23,7.4,430898,NG,['Iyashikei'],['Slice of Life'],['Kyoto Animation']
15379,Kotoura-san,12,winter,2013,4-koma manga,23,7.16,341832,NG,['School'],"['Comedy', 'Romance', 'Supernatural']",['AIC Classic']
15085,Amnesia,12,winter,2013,Visual novel,23,5.98,299010,Josei,['Reverse Harem'],"['Fantasy', 'Mystery', 'Romance']",['Brain&#039;s Base']
14397,Chihayafuru 2,25,winter,2013,Manga,22,8.38,238056,Josei,"['Love Polygon', 'School', 'Strategy Game']","['Drama', 'Sports']",['Madhouse']
14811,GJ-bu,12,winter,2013,Light novel,23,7.29,176151,NG,['School'],['Comedy'],['Doga Kobo']
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,12,winter,2013,Manga,24,7.46,154630,Shounen,['Super Power'],"['Action', 'Supernatural']",['Manglobe']
15119,Senran Kagura,12,winter,2013,Game,24,6.27,138384,NG,['School'],"['Action', 'Comedy', 'Ecchi']",['Artland']
15751,Senyuu.,13,winter,2013,Web manga,4,7.27,117140,Shounen,['Parody'],"['Action', 'Comedy', 'Fantasy']",[]
15613,Hakkenden: Touhou Hakken Ibun,13,winter,2013,Manga,24,7.39,115731,Shoujo,['Mythology'],"['Action', 'Fantasy', 'Mystery']",['Studio Deen']
15109,Cuticle Tantei Inaba,12,winter,2013,Manga,23,7.24,107212,Shounen,"['Detective', 'Gag Humor', 'Organized Crime']","['Comedy', 'Fantasy', 'Mystery']",['Zexcs']
14355,Yama no Susume,12,winter,2013,Manga,3,6.83,86418,NG,"['CGDCT', 'Iyashikei']","['Adventure', 'Slice of Life']",['8bit']
14515,Sasami-san@Ganbaranai,12,winter,2013,Light novel,24,6.66,82875,NG,[],"['Comedy', 'Romance', 'Supernatural']",['Shaft']
14283,Vividred Operation,12,winter,2013,Original,24,6.43,67400,NG,[],"['Action', 'Sci-Fi', 'Ecchi']",['A-1 Pictures']
14511,Minami-ke Tadaima,13,winter,2013,Manga,24,7.64,58322,Seinen,"['CGDCT', 'School']","['Comedy', 'Slice of Life']",['feel.']
17115,Pokemon Best Wishes! Season 2: Episode N,14,winter,2013,Game,22,6.68,49738,Kids,[],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['OLM']
14941,AKB0048: Next Stage,13,winter,2013,Original,23,7.62,37372,NG,"['Idols (Female)', 'Music']",['Sci-Fi'],['Satelight']
14045,Mangirl!,13,winter,2013,Manga,3,5.8,33485,NG,"['CGDCT', 'Otaku Culture']","['Comedy', 'Slice of Life']",['Doga Kobo']
14827,D.C.III: Da Capo III,13,winter,2013,Visual novel,23,6.49,31009,NG,"['Harem', 'School']","['Drama', 'Romance', 'Ecchi']",['Kazami Gakuen Koushiki Douga-bu']
16169,Choboraunyopomi Gekijou Ai Mai Mii,13,winter,2013,4-koma manga,3,5.82,30734,NG,[],['Comedy'],['Seven']
16419,Dokidoki! Precure,49,winter,2013,Original,24,6.67,28179,NG,['Mahou Shoujo'],"['Action', 'Fantasy']",['Toei Animation']
15611,Cardfight!! Vanguard: Link Joker-hen,59,winter,2013,Original,24,7.14,23804,NG,['Strategy Game'],['Action'],['TMS Entertainment']
16405,Boku no Imouto wa &quot;Osaka Okan&quot;,12,winter,2013,Original,3,5.74,19627,NG,[],"['Comedy', 'Gourmet']",['Charaction']
16317,Ishida to Asakura,12,winter,2013,Manga,2,5.86,14422,Seinen,['School'],['Comedy'],['Hotline']
16211,Bakumatsu Gijinden Roman,12,winter,2013,Other,23,6.13,11096,NG,['Historical'],['Fantasy'],['TMS Entertainment']
16726,gdgd Fairies 2,12,winter,2013,Original,15,6.91,2835,NG,[],"['Comedy', 'Fantasy']",[]
17127,Chokkyuu Hyoudai Robot Anime: Straight Title,12,winter,2013,,15,5.68,2789,NG,['Mecha'],['Comedy'],['Yaoyorozu']
16347,Usavich V,13,winter,2013,Original,1,6.28,2279,NG,[],['Comedy'],['Kanaban Graphics']
16906,Line Offline: Salaryman,114,winter,2013,Original,3,6.39,2129,NG,['Workplace'],['Comedy'],['Shogakukan Music &amp; Digital Entertainment']
17147,Gakkatsu! 2nd Season,25,winter,2013,,5,6.33,2039,NG,['School'],['Comedy'],['Fanworks']
15795,Beast Saga,38,winter,2013,,11,5.54,1761,NG,[],"['Action', 'Sci-Fi']",['SynergySP']
31673,Larva 2nd Season,52,winter,2013,Original,4,6.31,1631,NG,[],['Comedy'],[]
17141,Kara The Animation,5,winter,2013,,24,5.17,1301,NG,[],['Action'],[]
17353,Tenpou Suikoden Neo,5,winter,2013,,2,4.78,1231,NG,['Historical'],[],['Kachidoki Studio']
30119,Yowamushi Monsters,NG,winter,2013,Original,NG,N/A,502,Kids,[],[],[]
20755,Ganbare! Lulu Lolo,26,winter,2013,Picture book,5,N/A,494,Kids,[],['Slice of Life'],['Fanworks']
16908,Ganbare! Oden-kun,102,winter,2013,Picture book,3,N/A,407,NG,[],['Comedy'],['Kachidoki Studio']
31924,Monchhichiisu,20,winter,2013,Other,1,N/A,274,Kids,[],[],[]
35365,Kkoma Sinseon Tao 2,13,winter,2013,Original,22,N/A,248,Kids,[],[],[]
48231,Ppalgan Jajeongeo,302,winter,2013,Manga,4,N/A,212,Kids,[],['Slice of Life'],[]
44144,Sai Er Hao Season 2: Sheng Zhe Ni Xi,40,winter,2013,Original,13,N/A,161,Kids,[],[],[]
48208,Me &amp; My Robot,52,winter,2013,Original,13,N/A,151,Kids,['School'],"['Comedy', 'Sci-Fi']",[]
46741,Taigong Qi Shu,26,winter,2013,,12,N/A,95,Kids,[],[],[]
45678,Kuaile Xiao Zheng Xing,104,winter,2013,Original,16,N/A,87,Kids,[],[],[]
16498,Shingeki no Kyojin,25,spring,2013,Manga,24,8.55,3990574,Shounen,"['Gore', 'Military', 'Survival']","['Action', 'Award Winning', 'Drama', 'Suspense']",['Wit Studio']
15809,Hataraku Maou-sama!,13,spring,2013,Light novel,24,7.73,1575219,NG,"['Mythology', 'Workplace']","['Comedy', 'Fantasy']",['White Fox']
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,13,spring,2013,Light novel,24,8.0,1448437,NG,"['Love Polygon', 'School']","['Comedy', 'Romance']",['Brain&#039;s Base']
15583,Date A Live,12,spring,2013,Light novel,25,7.15,1046103,NG,"['Harem', 'School']","['Action', 'Fantasy', 'Romance', 'Sci-Fi']",['AIC PLUS+']
15225,Hentai Ouji to Warawanai Neko.,12,spring,2013,Light novel,24,7.14,453302,NG,"['Harem', 'School']","['Comedy', 'Romance', 'Supernatural']",['J.C.Staff']
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,13,spring,2013,Light novel,24,6.9,439250,NG,['Otaku Culture'],"['Comedy', 'Romance']",['A-1 Pictures']
16049,Toaru Kagaku no Railgun S,24,spring,2013,Manga,24,8.01,392318,NG,['Super Power'],"['Action', 'Fantasy', 'Sci-Fi']",['J.C.Staff']
16524,Suisei no Gargantia,13,spring,2013,Original,23,7.45,339804,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']",['Production I.G']
16201,Aku no Hana,13,spring,2013,Manga,24,7.14,228157,Shounen,"['Psychological', 'School']","['Drama', 'Romance', 'Suspense']",['Zexcs']
16035,Karneval (TV),13,spring,2013,Manga,24,7.08,217538,Josei,[],"['Action', 'Fantasy', 'Mystery', 'Sci-Fi']",['Manglobe']
15699,Haiyore! Nyaruko-san W,12,spring,2013,Light novel,24,7.21,183607,NG,['Parody'],"['Comedy', 'Sci-Fi']",['Xebec']
16668,Kakumeiki Valvrave,12,spring,2013,Original,24,7.12,170052,NG,"['Mecha', 'Military', 'Space']","['Action', 'Sci-Fi']",['Sunrise']
16512,Devil Survivor 2 The Animation,13,spring,2013,Game,24,6.83,168181,NG,"['Mythology', 'Survival']","['Action', 'Supernatural', 'Suspense']",['Bridge']
16397,Photokano,13,spring,2013,Visual novel,23,6.19,127562,NG,['School'],"['Romance', 'Ecchi']",['Madhouse']
12711,Uta no☆Prince-sama♪ Maji Love 2000%,13,spring,2013,Visual novel,25,7.17,113812,Josei,"['Idols (Male)', 'Music', 'Reverse Harem', 'School']","['Comedy', 'Romance']",['A-1 Pictures']
16355,Dansai Bunri no Crime Edge,13,spring,2013,Manga,24,6.66,113093,Seinen,"['Gore', 'High Stakes Game', 'Survival']","['Action', 'Fantasy', 'Romance', 'Suspense']",['Studio Gokumi']
14921,RDG: Red Data Girl,12,spring,2013,Novel,24,6.56,112568,NG,"['Mythology', 'School']","['Drama', 'Fantasy', 'Romance']",['P.A. Works']
15911,Yuyushiki,12,spring,2013,4-koma manga,23,7.35,109840,NG,"['CGDCT', 'Gag Humor', 'School']",['Comedy'],['Kinema Citrus']
15377,Hyakka Ryouran: Samurai Bride,12,spring,2013,Light novel,24,6.7,101301,NG,"['Harem', 'Samurai', 'School']","['Action', 'Comedy', 'Ecchi']",['Arms']
17505,Mushibugyou,26,spring,2013,Manga,23,7.29,91907,Shounen,"['Historical', 'Martial Arts', 'Samurai', 'Super Power']","['Action', 'Adventure', 'Fantasy']",['Seven Arcs Pictures']
17082,Aiura,12,spring,2013,4-koma manga,4,6.64,88390,Shounen,"['CGDCT', 'Iyashikei', 'School']",['Slice of Life'],['LIDENFILMS']
16518,Arata Kangatari,12,spring,2013,Manga,24,6.43,73348,Shounen,['Isekai'],"['Adventure', 'Fantasy']",['Satelight']
15863,Ginga Kikoutai Majestic Prince,24,spring,2013,Manga,23,7.33,56174,Seinen,"['Mecha', 'School', 'Space']","['Action', 'Sci-Fi']",[]
18097,Inazuma Eleven Go: Galaxy,43,spring,2013,Game,23,6.65,50651,Shounen,"['Super Power', 'Team Sports']",['Sports'],['OLM']
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,20,spring,2013,Game,22,6.31,46864,Kids,[],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['OLM']
16982,Hayate no Gotoku! Cuties,12,spring,2013,Manga,24,7.02,45725,Shounen,"['Harem', 'Parody']","['Comedy', 'Romance']",['Manglobe']
16910,Namiuchigiwa no Muromi-san,13,spring,2013,Manga,13,6.91,42187,Shounen,[],"['Comedy', 'Fantasy', 'Slice of Life']",['Tatsunoko Production']
16241,"Yondemasu yo, Azazel-san. Z",13,spring,2013,Manga,12,7.54,40800,Seinen,"['Gag Humor', 'Mythology']","['Comedy', 'Supernatural']",['Production I.G']
17681,Zettai Bouei Leviathan,13,spring,2013,Game,20,6.28,29027,NG,[],"['Comedy', 'Fantasy']",['Gonzo']
17249,Pretty Rhythm: Rainbow Live,51,spring,2013,Game,21,7.55,13881,NG,"['Idols (Female)', 'Music']",['Sports'],[]
17731,Ketsuekigata-kun!,12,spring,2013,Web manga,2,6.48,11318,NG,[],['Comedy'],[]
17849,Sparrow&#039;s Hotel,12,spring,2013,4-koma manga,3,5.43,10454,NG,['Adult Cast'],['Comedy'],['Hotline']
17917,Danball Senki Wars,37,spring,2013,Game,23,7.0,5461,Kids,['Mecha'],['Action'],['OLM']
17705,DD Hokuto no Ken (2013),13,spring,2013,Manga,24,6.46,4384,Seinen,['Parody'],[],['Ajia-do']
17497,Jewelpet Happiness,52,spring,2013,Original,24,6.8,4376,NG,"['Anthropomorphic', 'Mahou Shoujo']",['Fantasy'],['Studio Comet']
17727,Haitai Nanafa 2nd Season,13,spring,2013,Original,3,5.85,4146,NG,[],"['Comedy', 'Supernatural']",['Passione']
21523,Baku Tech! Bakugan Gachi,39,spring,2013,,5,5.8,2282,Shounen,['Strategy Game'],['Action'],[]
19877,Battle Spirits: Sword Eyes Gekitouden,21,spring,2013,Card game,23,6.59,2253,NG,['Strategy Game'],"['Adventure', 'Fantasy']",['Sunrise']
18391,Mini Van,37,spring,2013,4-koma manga,3,6.7,2212,NG,"['Parody', 'Strategy Game']",['Comedy'],['DLE']
17707,Glass no Kamen desu ga,3,spring,2013,Manga,3,5.35,1623,Shoujo,['Parody'],['Comedy'],['DLE']
17969,Tanken Driland: 1000-nen no Mahou,51,spring,2013,,24,6.03,1505,NG,[],"['Adventure', 'Fantasy']",['Toei Animation']
21999,Duel Masters Victory V3,51,spring,2013,Original,24,5.6,1301,Kids,[],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Shogakukan Music &amp; Digital Entertainment']
31965,Balala Xiao Mo Xian: Qiji Wubu,52,spring,2013,Original,24,5.84,1152,NG,['Mahou Shoujo'],"['Comedy', 'Fantasy']",['Alpha Animation']
18365,Mazinger ZIP!,227,spring,2013,,1,5.45,1148,NG,['Mecha'],['Comedy'],['Kate Arrow']
17703,Danchi Tomoo,78,spring,2013,Manga,24,6.12,1112,Seinen,[],['Comedy'],[]
18155,Line Town,50,spring,2013,Other,24,6.15,1065,Kids,['Workplace'],['Comedy'],[]
17733,Dibetagurashi: Ahiru no Seikatsu,39,spring,2013,Web manga,3,5.67,1032,NG,[],"['Comedy', 'Slice of Life']",[]
27621,Glass no Kamen desu ga to Z,14,spring,2013,Manga,3,5.84,1012,Shoujo,['Parody'],['Comedy'],['DLE']
18241,Himitsukessha Taka no Tsume MAX,38,spring,2013,,5,5.93,628,NG,"['Parody', 'Super Power']",['Comedy'],['DLE']
18227,Bakujuu Gasshin Ziguru Hazeru,6,spring,2013,Other,2,N/A,623,NG,['Mecha'],['Action'],['Production Reed']
18137,Train Heroes,26,spring,2013,,24,N/A,579,Kids,[],[],[]
19445,Tetsujin 28-gou Gao!,151,spring,2013,Manga,5,N/A,566,NG,['Mecha'],['Slice of Life'],['Eiken']
21053,Ikemen Kyuugo-tai Nurse Angels,10,spring,2013,,3,N/A,470,NG,[],['Comedy'],[]
18191,Boku wa Ousama (TV),12,spring,2013,Picture book,24,N/A,457,Kids,[],[],['Graphinica']
38069,Yi Kong Zhi Dian,40,spring,2013,Original,23,N/A,369,Kids,[],"['Adventure', 'Sports']",[]
18469,Odoriko Clinoppe,26,spring,2013,,2,N/A,363,NG,[],"['Comedy', 'Slice of Life']",['TYO Animations']
